task__calibration,task__created,task__id,task__info,task__n_answers,task__priority_0,task__project_id,task__quorum,task__state,taskinfo__id_tweet,taskinfo__text
0,2016-08-11T03:51:26.310228,15431,"{""id_tweet"": ""452849092797145088"", ""text"": ""RT @canaldenoticias: M\u00e1s de 9.500 viviendas da\u00f1adas en Chile por terremoto en el norte #noticias http://t.co/QNRxSVwHaX http://t.co/LRf3kX9\u2026""}",3,0.0,62,0,completed,452849092797145088,RT @canaldenoticias: Más de 9.500 viviendas dañadas en Chile por terremoto en el norte #noticias http://t.co/QNRxSVwHaX http://t.co/LRf3kX9…
0,2016-08-11T03:51:26.324297,15432,"{""id_tweet"": ""451356913507119105"", ""text"": ""Muertos aumentan a seis y levantan alerta de tsunami tras terremoto en Chile: SANTIAGO DE CHILE.- Las v\u00edctimas... http://t.co/eZckPcEFT6""}",3,0.0,62,0,completed,451356913507119105,Muertos aumentan a seis y levantan alerta de tsunami tras terremoto en Chile: SANTIAGO DE CHILE.- Las víctimas... http://t.co/eZckPcEFT6
0,2016-08-11T03:51:26.335359,15433,"{""id_tweet"": ""451459454840500224"", ""text"": ""RT @AlejandroSanz: Otro terremoto de gran magnitud en Chile. Mucha fuerza mis hermanos queridos.""}",3,0.0,62,0,completed,451459454840500224,RT @AlejandroSanz: Otro terremoto de gran magnitud en Chile. Mucha fuerza mis hermanos queridos.
0,2016-08-11T03:51:26.346187,15434,"{""id_tweet"": ""451558798214172672"", ""text"": ""RT @areaminera_am: Onemi, indica que hay una alta probabilidad de tsunami en las costas del norte de chile.""}",3,0.0,62,0,completed,451558798214172672,"RT @areaminera_am: Onemi, indica que hay una alta probabilidad de tsunami en las costas del norte de chile."
0,2016-08-11T03:51:26.359955,15435,"{""id_tweet"": ""451947779301326848"", ""text"": ""#ENFOTOS | Terremoto 8.2 en #Chile, uno de los m\u00e1s fuertes de la historia http://t.co/nEFj3LM6cS http://t.co/GC0ZjMLOS2""}",3,0.0,62,0,completed,451947779301326848,"#ENFOTOS | Terremoto 8.2 en #Chile, uno de los más fuertes de la historia http://t.co/nEFj3LM6cS http://t.co/GC0ZjMLOS2"
0,2016-08-11T03:51:26.370686,15436,"{""id_tweet"": ""451767069647060992"", ""text"": ""RT @aguasaltiplano: #IQUIQUE,  puntos de reparto http://t.co/VrX1cyDyNZ""}",3,0.0,62,0,completed,451767069647060992,"RT @aguasaltiplano: #IQUIQUE,  puntos de reparto http://t.co/VrX1cyDyNZ"
0,2016-08-11T03:51:26.383731,15437,"{""id_tweet"": ""455081101154086912"", ""text"": ""RT @latercera: Sismo de magnitud 8.3 en las Islas Salom\u00f3n. Seg\u00fan el SHOA no re\u00fane las condiciones para generar un tsunami en las costas de \u2026""}",3,0.0,62,0,completed,455081101154086912,RT @latercera: Sismo de magnitud 8.3 en las Islas Salomón. Según el SHOA no reúne las condiciones para generar un tsunami en las costas de …
0,2016-08-11T03:51:26.394526,15438,"{""id_tweet"": ""453661255534796800"", ""text"": ""RT @hparriagada: Amigos (as) desde este mi\u00e9rcoles, a las 20 hrs, y de lunes a viernes comenzare a \""babear\"" en el @ElPercheroFM junt\u00f3 a @yhi\u2026""}",3,0.0,62,0,completed,453661255534796800,"RT @hparriagada: Amigos (as) desde este miércoles, a las 20 hrs, y de lunes a viernes comenzare a ""babear"" en el @ElPercheroFM juntó a @yhi…"
0,2016-08-11T03:51:26.404826,15439,"{""id_tweet"": ""454335150956900352"", ""text"": ""RT @Vitoco_Gonzalez: A devolver la mano, todos al gimnasio curic\u00f3. 16:30 horas cierre de campa\u00f1a. #FuerzaNorteDeChile http://t.co/5Y5CdI4hIE""}",3,0.0,62,0,completed,454335150956900352,"RT @Vitoco_Gonzalez: A devolver la mano, todos al gimnasio curicó. 16:30 horas cierre de campaña. #FuerzaNorteDeChile http://t.co/5Y5CdI4hIE"
0,2016-08-11T03:51:26.416228,15440,"{""id_tweet"": ""454259720711176192"", ""text"": ""RT @HombredeRadio: 200 familias del Condominio Pablo Neruda de #Iquique, exigen pronta soluci\u00f3n. Departamentos inhabitables. @biobio http:/\u2026""}",3,0.0,62,0,completed,454259720711176192,"RT @HombredeRadio: 200 familias del Condominio Pablo Neruda de #Iquique, exigen pronta solución. Departamentos inhabitables. @biobio http:/…"
0,2016-08-11T03:51:26.426950,15441,"{""id_tweet"": ""454326574167638016"", ""text"": ""RT @juanopina: #QueSeSepa El norte de Chile, azotado por un gran terremoto, ahora, est\u00e1 siendo azotado por la \""inoperancia gubernamental\""""}",3,0.0,62,0,completed,454326574167638016,"RT @juanopina: #QueSeSepa El norte de Chile, azotado por un gran terremoto, ahora, está siendo azotado por la ""inoperancia gubernamental"""
0,2016-08-11T03:51:26.436668,15442,"{""id_tweet"": ""454439504926220288"", ""text"": ""RT @Chile_Temblores: TEMBLOR en CHILE grado: \""3.3 \"", hoy 2014/04/10 22:52:12, Epicentro: 67 km al NO de Iquique, Profundidad 44.0 km.""}",3,0.0,62,0,completed,454439504926220288,"RT @Chile_Temblores: TEMBLOR en CHILE grado: ""3.3 "", hoy 2014/04/10 22:52:12, Epicentro: 67 km al NO de Iquique, Profundidad 44.0 km."
0,2016-08-11T03:51:26.446978,15443,"{""id_tweet"": ""452211768363085824"", ""text"": ""RT @CortezBogs: #bachelet viaja a reuni\u00f3n de la #Unasur para apoyar a @NicolasMaduro y deja botados a los damnificados del #TerremotoenChile""}",3,0.0,62,0,completed,452211768363085824,RT @CortezBogs: #bachelet viaja a reunión de la #Unasur para apoyar a @NicolasMaduro y deja botados a los damnificados del #TerremotoenChile
0,2016-08-11T03:51:26.457000,15444,"{""id_tweet"": ""454516198500085762"", ""text"": ""RT @HombredeRadio: 04:00 ALTO HOSPICIO: Roban autom\u00f3vil Honda Fit de color negro, Patente JHWF-17. Sector La Noria. (#Iquique) @PDI_CHILE @\u2026""}",3,0.0,62,0,completed,454516198500085762,"RT @HombredeRadio: 04:00 ALTO HOSPICIO: Roban automóvil Honda Fit de color negro, Patente JHWF-17. Sector La Noria. (#Iquique) @PDI_CHILE @…"
0,2016-08-11T03:51:26.467156,15445,"{""id_tweet"": ""454285002750971904"", ""text"": ""34 km al O de Cabrero http://t.co/9TJ6Lqz76U #Terremoto #Temblor  #sismos #chile #sismo""}",3,0.0,62,0,completed,454285002750971904,34 km al O de Cabrero http://t.co/9TJ6Lqz76U #Terremoto #Temblor  #sismos #chile #sismo
0,2016-08-11T03:51:26.476875,15446,"{""id_tweet"": ""454045970049671168"", ""text"": ""#Iquique El movimiento de ambulancias en la ciudad, se debe a traslados de pacientes a otras ciudades #Aeropuerto .. movimiento en caravana""}",3,0.0,62,0,completed,454045970049671168,"#Iquique El movimiento de ambulancias en la ciudad, se debe a traslados de pacientes a otras ciudades #Aeropuerto .. movimiento en caravana"
0,2016-08-11T03:51:26.487140,15447,"{""id_tweet"": ""452532454398902274"", ""text"": ""Atenci\u00f3n - Se habilit\u00f3 la ruta de bajada #AltoHospicio - #Iquique como dobl\u00e9 ruta ! Tanto de ida como regreso - RT""}",3,0.0,62,0,completed,452532454398902274,Atención - Se habilitó la ruta de bajada #AltoHospicio - #Iquique como doblé ruta ! Tanto de ida como regreso - RT
0,2016-08-11T03:51:26.497170,15448,"{""id_tweet"": ""454419490021732353"", ""text"": ""Un sismo de magnitud 6,0 sacude Chile: Un terremoto de magnitud 6,0 sacudi\u00f3 Chile, seg\u00fan informa ... http://t.co/vy8gY4RLw0""}",3,0.0,62,0,completed,454419490021732353,"Un sismo de magnitud 6,0 sacude Chile: Un terremoto de magnitud 6,0 sacudió Chile, según informa ... http://t.co/vy8gY4RLw0"
0,2016-08-11T03:51:26.507030,15449,"{""id_tweet"": ""452160001256480768"", ""text"": ""Im\u00e1genes de como se vivi\u00f3 el terremoto en Chile...http://t.co/0BSaW7xFkO""}",3,0.0,62,0,completed,452160001256480768,Imágenes de como se vivió el terremoto en Chile...http://t.co/0BSaW7xFkO
0,2016-08-11T03:51:26.516871,15450,"{""id_tweet"": ""451362888012541952"", ""text"": ""RT @SoyVnezolano: #Chile despu\u00e9s del terremoto. #2A #PrayForChile http://t.co/ZCwKGUrAFy""}",3,0.0,62,0,completed,451362888012541952,RT @SoyVnezolano: #Chile después del terremoto. #2A #PrayForChile http://t.co/ZCwKGUrAFy
0,2016-08-11T03:51:26.526404,15451,"{""id_tweet"": ""454330984436363264"", ""text"": ""RT @CortezBogs: Que pena que los fondos no lleguen directo a los damnificados en #iquique alcalde se los gastara en paseitos y comilonas!""}",3,0.0,62,0,completed,454330984436363264,RT @CortezBogs: Que pena que los fondos no lleguen directo a los damnificados en #iquique alcalde se los gastara en paseitos y comilonas!
0,2016-08-11T03:51:26.535813,15452,"{""id_tweet"": ""454633756016398336"", ""text"": ""#TeamSerFeliix Sismos 6,1 y 6,2 en Chile y Nicaragua: En terremoto de Nicaragua de 6,2, declararon alerta roja... http://t.co/jgjWNNc11V""}",3,0.0,62,0,completed,454633756016398336,"#TeamSerFeliix Sismos 6,1 y 6,2 en Chile y Nicaragua: En terremoto de Nicaragua de 6,2, declararon alerta roja... http://t.co/jgjWNNc11V"
0,2016-08-11T03:51:26.545988,15453,"{""id_tweet"": ""454625344327544832"", ""text"": ""sueldo +3 millones x encargada presidencial #TerremotoEnElNorte #iquique nunca aparecio!! http://t.co/FBLZnbwyMM""}",3,0.0,62,0,completed,454625344327544832,sueldo +3 millones x encargada presidencial #TerremotoEnElNorte #iquique nunca aparecio!! http://t.co/FBLZnbwyMM
0,2016-08-11T03:51:26.556025,15454,"{""id_tweet"": ""454652418634964992"", ""text"": ""Nuevo sismo de magnitud 6.2 Richter afect\u00f3 norte de Chile http://t.co/Dyu3cd38OF""}",3,0.0,62,0,completed,454652418634964992,Nuevo sismo de magnitud 6.2 Richter afectó norte de Chile http://t.co/Dyu3cd38OF
0,2016-08-11T03:51:26.567661,15455,"{""id_tweet"": ""451361415857598464"", ""text"": ""RT @telenewsmex: FOTOGALER\u00cdA: As\u00ed amanece Chile luego del terremoto - http://t.co/9QgCbv8Z8a #M\u00e9xico #Noticias""}",3,0.0,62,0,completed,451361415857598464,RT @telenewsmex: FOTOGALERÍA: Así amanece Chile luego del terremoto - http://t.co/9QgCbv8Z8a #México #Noticias
0,2016-08-11T03:51:26.579403,15456,"{""id_tweet"": ""454038480536875008"", ""text"": ""RT @vivimatus: Sueldo +3 millones x encargada presidencial #TerremotoEnElNorte #iquique nunca aparecio!! http://t.co/jI6ojzaX8K  http://t.c\u2026""}",3,0.0,62,0,completed,454038480536875008,RT @vivimatus: Sueldo +3 millones x encargada presidencial #TerremotoEnElNorte #iquique nunca aparecio!! http://t.co/jI6ojzaX8K  http://t.c…
0,2016-08-11T03:51:26.590469,15457,"{""id_tweet"": ""451245933892608000"", ""text"": ""Cinco muertos y al menos 20 r\u00e9plicas tras el terremoto de 8,2 grados en Chile http://t.co/OTqF0UWku3""}",3,0.0,62,0,completed,451245933892608000,"Cinco muertos y al menos 20 réplicas tras el terremoto de 8,2 grados en Chile http://t.co/OTqF0UWku3"
0,2016-08-11T03:51:26.601435,15458,"{""id_tweet"": ""454665688410759168"", ""text"": ""#Arica: 22\u00b0C, viento 20.92km/h 200, humedad 57%""}",3,0.0,62,0,completed,454665688410759168,"#Arica: 22°C, viento 20.92km/h 200, humedad 57%"
0,2016-08-11T03:51:26.612638,15459,"{""id_tweet"": ""451248847910862848"", ""text"": ""Chile declara tres ciudades zona de cat\u00e1strofe tras terremoto del d\u00eda de hoy http://t.co/D5kGNz57VW""}",3,0.0,62,0,completed,451248847910862848,Chile declara tres ciudades zona de catástrofe tras terremoto del día de hoy http://t.co/D5kGNz57VW
0,2016-08-11T03:51:26.622340,15460,"{""id_tweet"": ""454941801124990976"", ""text"": ""Voy a dar una vuelta a #iquique \ud83d\ude2c chao  #arica""}",3,0.0,62,0,completed,454941801124990976,Voy a dar una vuelta a #iquique 😬 chao  #arica
0,2016-08-11T03:51:26.631902,15461,"{""id_tweet"": ""451491717892415488"", ""text"": ""RT @Luucasebastian_: #FuerzaChile ???? ELLOS NO NOS DIERON FUERZAS CUANDO PASO LO DE MALVINAS. NO SE OLVIDA LA TRAICION A LAS MALVINAS!""}",3,0.0,62,0,completed,451491717892415488,RT @Luucasebastian_: #FuerzaChile ???? ELLOS NO NOS DIERON FUERZAS CUANDO PASO LO DE MALVINAS. NO SE OLVIDA LA TRAICION A LAS MALVINAS!
0,2016-08-11T03:51:26.641022,15462,"{""id_tweet"": ""451572378842038272"", ""text"": ""Con muchos me r\u00edo, pero en pocos confio""}",3,0.0,62,0,completed,451572378842038272,"Con muchos me río, pero en pocos confio"
0,2016-08-11T03:51:26.650787,15463,"{""id_tweet"": ""453255899885608960"", ""text"": ""Sucursales @chilexpress de Lib. B. O\u2019Higgins 550 y H\u00e9roes de la Concepci\u00f3n 2855, #Iquique, abiertas de 9 a 18:30 hrs, horario continuado.""}",3,0.0,62,0,completed,453255899885608960,"Sucursales @chilexpress de Lib. B. O’Higgins 550 y Héroes de la Concepción 2855, #Iquique, abiertas de 9 a 18:30 hrs, horario continuado."
0,2016-08-11T03:51:26.661038,15464,"{""id_tweet"": ""451597475334205440"", ""text"": ""Levantan alerta de tsunami tras fuerte r\u00e9plica de terremoto en norte de Chile: El gobierno chileno levant\u00f3 la ... http://t.co/ivTUPRFpbR""}",3,0.0,62,0,completed,451597475334205440,Levantan alerta de tsunami tras fuerte réplica de terremoto en norte de Chile: El gobierno chileno levantó la ... http://t.co/ivTUPRFpbR
0,2016-08-11T03:51:26.672212,15465,"{""id_tweet"": ""453704471684448256"", ""text"": ""Canciller\u00eda peruana identificar\u00e1 a compatriotas que requieren ayuda o regresar al pa\u00eds tras terremoto en Chile'  http://t.co/8bDHbyTWB1""}",3,0.0,62,0,completed,453704471684448256,Cancillería peruana identificará a compatriotas que requieren ayuda o regresar al país tras terremoto en Chile'  http://t.co/8bDHbyTWB1
0,2016-08-11T03:51:26.682968,15466,"{""id_tweet"": ""451239927137976320"", ""text"": ""Un terremoto de 8.3 grados sacudi\u00f3 #Chile http://t.co/XpDIgQmMrO""}",3,0.0,62,0,completed,451239927137976320,Un terremoto de 8.3 grados sacudió #Chile http://t.co/XpDIgQmMrO
0,2016-08-11T03:51:26.693179,15467,"{""id_tweet"": ""451340774182244352"", ""text"": ""RT @ceciliamorel: Todo mi cari\u00f1o a la gente de Arica, Iquique y zonas afectadas, especialmente a los familiares de los fallecidos en el ter\u2026""}",3,0.0,62,0,completed,451340774182244352,"RT @ceciliamorel: Todo mi cariño a la gente de Arica, Iquique y zonas afectadas, especialmente a los familiares de los fallecidos en el ter…"
0,2016-08-11T03:51:26.702958,15468,"{""id_tweet"": ""451381978135547904"", ""text"": ""Reporte del servicio geol\u00f3gico de los #EEUU @USGS sobre el #terremoto de #Chile http://t.co/QPFZBpRwyY""}",3,0.0,62,0,completed,451381978135547904,Reporte del servicio geológico de los #EEUU @USGS sobre el #terremoto de #Chile http://t.co/QPFZBpRwyY
0,2016-08-11T03:51:26.713002,15469,"{""id_tweet"": ""451595986830258177"", ""text"": ""RT @Karlacanalesp: #TerremotoenChile #FuerzaChile Peru esta con ustedes.que permanezca la calma, con la ayuda de Dios todo pasara :\u00b4) http:\u2026""}",3,0.0,62,0,completed,451595986830258177,"RT @Karlacanalesp: #TerremotoenChile #FuerzaChile Peru esta con ustedes.que permanezca la calma, con la ayuda de Dios todo pasara :´) http:…"
0,2016-08-11T03:51:26.724023,15470,"{""id_tweet"": ""452900495808806913"", ""text"": ""RT @INFORMADORCHILE: TERREMOTO 8.2 Mw 10.000 viviendas est\u00e1n con graves da\u00f1os seg\u00fan catastro del Gobierno de Chile. http://t.co/j0bXP3zKw7""}",3,0.0,62,0,completed,452900495808806913,RT @INFORMADORCHILE: TERREMOTO 8.2 Mw 10.000 viviendas están con graves daños según catastro del Gobierno de Chile. http://t.co/j0bXP3zKw7
