6	Radio Onda Azul - Tacna: Peruanos retornan al país por terremoto en Chile http://t.co/zAMAYkp4Ul
6	#iquique sismo 5,3 según earthquake hazard
6	Bien por la manifestación de la gente de las dunas 1 de #Iquique  a 10 dias del terremoto aún mas de 40 familias duermen en la calle!!
6	“@FranciscoBravos: Recién el 21 de Abril se reanudan las clases en la @unapcl. #Iquique @Iquique_Tweet”@just_Ignacio
7	Ciclo de Cine en @RuinasHuanchaca #FestivaldeCiencia en #Antofagasta http://t.co/72n17Y7PEp
3	RT @info_emergencia: REITEREMOS: Sismo de 7,4 richter se percibe en Iquique. Se ordena evacuacion en para la zona norte del pais. Posible t…
6	RT @velascochile: Fuerza muchachos!! Favor RT difundir! Apoyo masivo #FuerzaPescadoresArtesanales #FuerzaChile #TerremotoenChile http://t.c…
7	RT @dondavor: Aguante Pancho!!! Desde #Iquique todo el cariño para los compatriotas de #valparaíso
7	Terremoto dejó más de 9.500 viviendas dañadas en Chile http://t.co/hywCPJTLfM
2	RT @tuteve: Alerta de #tsunami en las costas de Perú, Chile, Colombia, Ecuador y Panamá tras terremoto de 8 grados http://t.co/AVA4qwkVMh
1	RT @SkyAlertMx: Repetimos nuevo terremoto de magnitud preliminar 7.1 al norte de Chile. ALERTA DE TSUNAMI vigente para esa región.
5	Un terremoto provoca al menos cinco muertos y una alerta de tsunami en Chile y Perú http://t.co/v01esKcylj
6	Si supimos vencer el olvido, soportando un ocaso tenaz, evitemos que en estos instantes el progreso nos pueda cegar. #Iquique
6	Registra Chile sismo de 6.2 grados Richter donde hubo terremoto http://t.co/k0ObUawrcH
6	RT @elmostrador: Habitantes de #Iquique pierden la calma por la lenta ayuda del gobierno tras #Terremoto. http://t.co/OiQkhAl0BX
7	RT @LaGardenCrew: #FuerzaChile? #MuerteAChilenos Che chileno che chileno..♪ • Que amargado se te ve..♪ • Cuando venga un tsunami..♪ • Que t…
3	Hicieron jugar a Iquique tras un terremoto y no van a hacer jugar a Wanderers que no está afectado directamente por el incendio.
2	Easy Taxi colabora con los damnificados del terremoto en Iquique http://t.co/sb2oMOWGJn
6	RT @rodrigoaraya: sigue temblando  fuerte en #iquique 21:35
6	-Tenemos que poner una vidrieria en chile, por los terremotos! -si hay terremoto se t van a romper a vos también y te vas a fundir.-Ah.
6	RT @elmorrocotudo: Casas dañadas en Socoroma por el terremoto #Arica http://t.co/q1KNMBWuXs
7	RT @wikisismos: Se confirma que un tsunami ha golpeado las costas de #Arica, #Iquique, #Tocopilla, #Mejillones y #Antofagasta
6	RT @C5N: #Chile: Se produjo un #sismo de 5,4 con epicentro a 86 KM al sudoeste de Iquique. No hay alerta de tsunami (vía @onemichile)
2	RT @elcomercio: Réplica de terremoto en #Chile se sintió en sur de #Perú alerta de tsunami sismo de 7,4 grados http://t.co/i2AcaeuKze http:…
6	EE.UU. ofrece apoyo a Chile y extiende sus condolencias a las víctimas del terremoto http://t.co/8g1ys9RurA
6	RT @Metarmada_ique: Buenas tardes a nuestros seguidores, el Centro Meteorológico de #Iquique les envia mucha fuerza por lo que esta pasando…
6	si hay interes se demuestra y al pene
6	RT @INFORMADORCHILE: SHOA INDICA QUE  SISMO 5.7  RICHTER EN LA COSTA DE IQUIQUE NO REUNE CONDICIONES NECESARIAS PARA GENERAR UN TSUNAMI EN …
7	Y de a poco dia a dia mi Norte Bello se va levantando!! #FuerzaIquique #ArribaArica!
6	RT @elcomerciocom: Temblor de magnitud 5,4 sacudió el norte de #Chile &gt;&gt; http://t.co/2TOtP4L1AU
6	RT @aciprensa: #PapaFrancisco envía mensaje de solidaridad tras #TerremotoenChile http://t.co/QSxIrefruL #Chile http://t.co/lAe1AWheje
6	Ayuda a los afectados por el terremoto del norte con Desafío Levantemos Chile entrando acá: http://t.co/QuwQxPNiZe
7	RT @elmerengonbcn: Solidaridad con los hermanos chilenos que han sufrido el terremoto¡Fuerza amigos! #Chile #FuerzaChile #PrayforChile htt…
6	Alguien sabe porque cortaron el agua en el sector de Juan martinez con libertad en #iquique
7	Bachelet viaja a zona del terremoto en el norte de Chile. La presidenta de Chile, Mic... http://t.co/USzdrOiPnZ http://t.co/qANhNCucPV
7	#PONTEpilas Norte de Chile entra en etapa de reconstrucción tras terremoto http://t.co/qrywgEIx7J
7	RT @FernandoGarayP: Éxito total desafio #FuerzaIquique GRACIAS a todos por confiar y apoyar #TwitterosSolidarios camión ya va en camino htt…
2	RT @thecliniccl: Pobrecito: así fue el angustiante rescate de un perrito luego del terremoto en Iquique - http://t.co/tk0pojPVPe http://t.c…
6	RT @24HorasTVN: AHORA - Se inicia evacuación de costas de Perú y Ecuador por terremoto 8.2 richter en Chile. http://t.co/mjXQ97l3TB http://…
6	RT @Cooperativa: A esta hora, el alcalde de #Iquique, Jorge Soria, confirma en @Cooperativa evacuación preventiva en la comuna http://t.co/…
6	Hoy será noticia que "desmantelaron" varias embarcaciones desde la Caleta Riquelme. Ladrones se pasearon. Ni militares, ni policía #IQUIQUE
5	RT @Joseluis_FC: #MuerteAChilenos IMPOSIBLE!!! que país del mundo puede resistir 2 TERREMOTOS de 8G en menos de 4 Años y seguir siendo POTE…
6	RT @BolzoniDavid: #fuerzachile
5	#TerremotoenChile: Artistas de todo el mundo se solidarizan con las víctimas http://t.co/iSJKgg3f9C http://t.co/rtfV8sAnz9
2	RT @TerraChile: Un temblor de 5,2 grados sacude dos regiones del norte de Chile http://t.co/HewgRF89Iz
7	I'm at Híper Líder (Arica, Región de Arica y Parinacota) http://t.co/yQnO1Nlp0C
3	#Iquique Presidenta explica los beneficios de la Reforma Tributaria al visitar una Pyme http://t.co/stRV5agVui http://t.co/tadhtGR4zT
7	RT @nelita: Y acabo de leer que dios está enojado con #Iquique por la virgen gigante, por eso nos mandó los terremotos... ¿QUEEE?
7	gracias en verdad a todos los q han compartido,para mi es muy important y cada dia q pasa es mayor mi pena #iquique http://t.co/uRV06rHMUN
2	RT @CRESATELITAL: Via @teleSURtv #LAFOTO: Autoridades desplegadas en las calles de #Iquique tras nuevo terremoto de magnitud 7,4 http://t.c…
6	RT @FernandoGarayP: Ahí esta el camión con toda la ayuda p los pescadores de Caleta Riquelme #Iquique GRACIAS #TwitterosSolidarios RT http:…
7	RT @Iquique_Tweet: Muy fuerte réplica en #Iquique
7	RT @AlbertoRavell: Cinco muertos y alerta de tsunami en Chile por terremoto de 8,3 grados en la escala de Richter http://t.co/9BNr7zwP00 ví…
7	Diputada M. Hernando denunció nuevas irregularidades en la construcción de los hospitales de #Antofagasta y #Calama http://t.co/3PQuNQH5j6
2	El pedido de amigos #iquique ! Como dicen en @radiopaulina  la situation esta peligrosa! Robos Por todos lados @GobiernodeChile @SebaTC_
6	#TeamPAPii - Un temblor de 5,2 grados sacude dos regiones del norte de Chile: Santiago ... http://t.co/gNgY3N1Dus (Unete → @TeamPAPii)
6	RT @elnoviodejaime: Creo que la UDI le hace más daño a Chile que cualquier terremoto con tsunami...
6	RT @CortezBogs: Bachelet se va a Argentina y Uruguat despreocupándose de los sufridos habitantes del Norte de Chile . Fuerza  #iquique
5	Movistar, Entel y Claro toman medidas con respecto al terremoto del 1 de abril en Chile - Wayerless http://t.co/C40100wu6u
7	RT @LaRedTV: Chile impactado por terremoto 8,2 en el norte ▶  http://t.co/hd3CsTtOU3
7	Temblor en iquique de cuanto fue alguien sabe??????
6	Principales terremotos registrados en Chile: El terremoto de 8,2 grados en la escala abierta de Richter que esta noche sacudió las re...
1	RT @carlospolit91: Dios mío otro terremoto en Chile 😞
7	RT @latercera: Sismo de magnitud 8.3 en las Islas Salomón. Según el SHOA no reúne las condiciones para generar un tsunami en las costas de …
5	RT @NoticieroAnimal: #CHILE: Jóvenes querían hacerle un tatuaje a un perro utilizando un cuchillo.- #ANTOFAGASTA.  http://t.co/8qg5FMMHHz h…
7	RT @HombredeRadio: 03:00 #IQUIQUE: Están saqueando las embarcaciones que quedaron varadas en sector de El Morro. No hay resguardo. #Trasnoc…
7	RT @perrosfelices_: "@bartorell: "@perrosfelices_: ROSI Se perdió ayer #iquique calle libertad,avisar a Pablo +56984779320 http://t.co/I9xa…
6	RT @ElNacionalWeb: Alerta de tsunami para dos regiones de Chile  después de fuertes réplicas del terremoto http://t.co/JbylnIskNT
7	Impactante testimonio de familia iquiqueña que vivió el #Terremoto. http://t.co/iJuGmrMC2z
7	RT @inocarec: #Sismo 6.0 #Chile no reúne características para generar tsunami en las costas y región insular de #Ecuador /cc @DefensaEc
7	RT @padawuaniqq: Este saco de pelota dejo a  su hijo de 1 año en el auto en @homecenter_cl  de #iquique más de 30 minutos. http://t.co/uRLZ…
6	#Team_AlexittOSloow: Tsunami de 40 centímetros llega al noreste de Japón por el sismo de Chile: TOKIO, Japón.-... http://t.co/MEPOLiyXSe
3	Luz de Levante &gt; Terremoto en Chile: ¿Qué es el “Círculo de fuego del Pacífico”? http://t.co/ata08rppMZ
3	RT @jlparedescortes: Pollo en genaro gallo suben precios solo por terremoto favor apersonar @Carabdechile #iquique #chile
6	Si en #Antofagasta reunimos cosas para los animalitos de Iquique y Arica quien puede trasladarlas? Se puede hacer campaña pero cómo mandar..
6	Atención - Se habilitó la ruta de bajada #AltoHospicio - #Iquique como doblé ruta ! Tanto de ida como regreso - RT
7	RT @rogergzz: #URGENTE se registra nuevo terremoto en #Chile 7,5 ¡tomen precauciones! RE-TWEET!!!
7	Buenos dias twitteros de la comarca #Antofagasta y el reino. Alegraos que os traigo buenas nuevas de esperanza y jolgorio.. Es viernes CTM!
1	RT @CortezBogs: Mas de 5 mil personas viven en la calle x #terremotoenelnorte #iquique http://t.co/kNGsGfF9lG …
6	@AlejandroSanz También podrías pedir ayuda para Chile el Norte de mi país esta destruido debido al terremoto de anoche gente quedo sin casa!
2	RT @LazarinCruzPR: Vuelve a temblar en #Chile esta vez 7.8 según #Noticias51 @Telemundo51 alerta de tsunami nuevamente se dispara #PrayforC…
6	RT @vivaiquique: Esta noche farmacia de turno en #Iquique. Salco Brand Vivar 761-765.
6	#AltoHospicio #Iquique temblorazo!!! Mi corazoncito casi sale arrancando de tanto susto =s
6	RT @Hiipolita: Va a venir otro fuerte terremoto a Chile... Otro en Estados Unidos y otro en Japón!... Muy fuertes!... #MiNegraDameUnaLuz
7	RT @FernandoGarayP: Increíble! Acaban de llegar chilenos q viven en Oslo-Noruega y compraron $ 900 mil pesos en alimentos #FuerzaIquique ht…
6	RT @SaboresZL: Un abrazo y un beso gigante a nuestros amigos del norte de @josefurnaro y @Ale_QQ  y todo #SaboresZL #FuerzaChile http://t.c…
7	RT @Teleton: [Noticias] Mario Kreutzberger y médicos Teletón inician operativo en #Iquique Detalles en: http://t.co/sytgbYkWI1
7	Chile destinará 3.000.000 de dólares para reconstrucción tras el terremoto http://t.co/sHE6MO7pgd.
6	RT @carlevg: Hey...  este es Nanuk.. Lo estamos buscando! Tiene un número de celular en su placa RT #iquique http://t.co/r1fZReuwdo
7	RT @PrinceRoyce: Esperando que todos estén sanos y salvos en el norte de Chile y el sur de Perú #FuerzaChile #FuerzaPerú
5	RT @teleamazonasec: Alerta de tsunami en Chile por nuevo sismo registrado hace instantes. Intensidad de 7.4 grados según el USGS
2	RT @la_patilla: Un temblor de 5,2 grados sacude dos regiones del norte de Chile http://t.co/zSl2UXs6Ua
7	RT @perrosfelices_: ROSI Se perdió ayer #iquique calle libertad,avisar a Pablo +56984779320 http://t.co/nY3QLWPvYy”@ORCAChile"
5	#noticias Un terremoto de 6,1 grados sacude varias regiones del norte de Chile http://t.co/pR6EBCGxmB
6	RT @Camiii_Perez: Que desagradable ver como siguen lucrando con el terremoto, en ves de hacer campaña para traer ayuda!#primerplano #PP #iq…
1	RT @PerrosFelices_: Rosi se perdió ayer #Iquique calle Libertad. Avisar a Pablo +56984779320 http://t.co/I9xatj1WYI”
5	RT @24HorasTVN: Esto es lo que piensa la BBC sobre el terremoto 8,2 en Iquique: http://t.co/WVdDBc6zaN http://t.co/r8xH8UnClQ
7	RT @minutounocom: Video: El emocionante salvataje de un perro tras el terremoto en Chile: http://t.co/qhuMxDpZJd #informatebien http://t.co…
3	Auditor @CariMeyer informa"CONGESTION en S.Allende entre O.Cavada y Rendic http://t.co/zDU08xsWHb #Antofagasta @desiertofm @UOCT_Afta
7	RT @Luucasebastian_: #FuerzaChile ???? ELLOS NO NOS DIERON FUERZAS CUANDO PASO LO DE MALVINAS. NO SE OLVIDA LA TRAICION A LAS MALVINAS!
5	Iquiqueño enojado porque su jefe lo echó por no trabajar tras terremoto http://t.co/vuUaEzqnzP http://t.co/0LMhohLTgT
6	RT @San_Gilmour: #AlertaChileMV la cagó @FrenteFantasma le acertó medio a medio... hoy pronosticaron esta réplica y su magnitud #Terremotoe…
7	RT @FernandoGarayP: Pueden ver mis fotos, el camion con la ayuda llego ayer tras viajar 43 hrs desde #Valpo hasta #Iquique MIL GRACIAS por …
5	#Albert_Stanlie INF: Una réplica sísmica de 7,6 activa de nuevo las alertas en Chile: Tras el terremoto de 8,2... http://t.co/b6sEtUkFwF
3	#FuerzaChile.
6	#KevinFrezhx3 Gobierno de Chile confirma cinco muertos a causa del terremoto: SANTIAGO DE CHILE, Chile.- El Go... http://t.co/YeFBvoK1sv
7	RT @ElHuffPost: Terremoto de 8,2 grados en Chile, que evacúa su costa http://t.co/T4BEBzuAVq En portada http://t.co/jgjeQW3xAx
7	Muy buenos #Iquique http://t.co/r0RSMvz4TG
1	RT @randudog: Se cancela el estado de alerta desde Lebu hasta el territorio antártico #TerremotoenChile #FuerzaNorteDeChile
7	Una chelita no estaría mal para esperar el mega terremoto #iquique #sed #chelas
2	RT @paugasol: Mi más sincero apoyo a todos los afectados por el terrible terremoto en #Chile
7	Cómo cubrió la prensa extranjera el terremoto en el norte de Chile  http://t.co/NejEpZxsON http://t.co/6ZN9EcJcKB
6	@Agustinnnita: #FuerzaChile" / los chilenos nos ayudaron en las Malvinas??????????????
6	RT @PublimetroChile: Un tsunami de 40 centímetros llega al noreste de Japón por el terremoto de Chile —&gt; http://t.co/jWNoFivrtc
7	Hoy en hospicio. #iquique http://t.co/XgGVyGYILB
2	RT @dimenacho1: En #Antofagasta vuelven a sonar las alarmas de tsunami, pero fue leve y no hay de qué preocuparse. Muchísima #FuerzaIquique…
7	Ex Alumno del IAC, se destaca a nivel nacional por evitar la destrucción de 30 embarcaciones en Tsunami de Iquique http://t.co/qCI1LFIK2F
7	elkaiser63: En vísperas de Malvinas un Tsunami amenaza con destruir Chile. La naturaleza es sabia.
2	Whats app se cayo,neymar y todos lo putos cules kieren penal #HalaMadrid #halamadridTLV
7	#Iquique http://t.co/yGxpupjOFp
6	@paomamd2: Alguien sabe si se retoman las clases en todos los colegios este miercoles?? #iquique // academia iq una semana mas
5	@CRISZUN eso fue ayer en el mega. Hoy fue "y comos sintio el temblor"
5	fue muy fuerte, otra vez lo mismo y hay q evacuar otra vez q traumante, me duele la espalda!! #Arica  #IquiqueGlorioso
6	Colegio Inglés de #Iquique no entra a clases hasta nuevo aviso. Cc @Ximee_Rodriguez
6	En Iquique cuentan que el sismo fue más parecido al terremoto del miércoles pasado.... no un 6,2.
1	@ValeFerreira_13 fue un amigo el de los tw que pajero dios
7	RT @pfuentesbr: @MarcoASolis Se perdió Isidora Chaparro de  3 años perdida en Tomás Bonilla cualquier informacion contactar a @echaparror #…
6	RT @diarioafta: Caen los responsables de la falsa alarma de terremoto en Whatsapp http://t.co/MvBZDKCuM7 #Antofagasta #Calama #Tocopilla #I…
6	Te debo mucho ! Gracias x hoy ! http://t.co/DapYSiQuPh
6	Chile volvió a temblar con un terremoto de 6,1 grados http://t.co/Moh65pciSf
6	@AlelinGo @vladimir7R Yo no vi eso en mi TL, todo lo contrario, solo digo #FuerzaChile
2	RT @Gustavo3_0: Alerta Chile: “El peor terremoto está por llegar”http://t.co/Uxj4zh23Y8
6	Lanza Perú alerta de tsunami por terremoto en Chile: LIMA, 2 de abril.- La Marina de Guerra de Perú decretó la noche del miércoles un...
1	@HechosEnElMundo: Un terremoto de 8 grados remece el norte de Chile, se alerta de un posible tsunami. http://t.co/4a0Ph9xMCo
3	RT @Jandittta: Sector Cotrasal #antofagasta anoche andaba asustada casi la atropellan me la traje a mi casa ‼️quien la conoce❓ http://t.co/…
6	RT @rescatessinfron: AHORA #Iquique, mina cerro colorado, habrían mineros atrapados (30 mineros, a confirmar) en el lugar, se despacharon u…
7	RT @pantoja_vanessa: @AhNoticiasMega @DonDateador ayúdenme a encontrar al regalón de mi sobrina se perdió en calle thompson #iquique http:/…
6	@nahucorrea Así es y es mucho peor un terremoto como el que hubo en Chile.No creo que tantos países se inunden como el nuestro por lluvias.
7	RT @LisVega: #fuerzachile #peru oremos por los damnificados luz para toda mi gente bendiciones desde mi corazón http://t.co/8bMb4FHNWY
6	RT @Ansaldi_: @Red_Info_ @fconsydig 7.4 grados preeliminar, declarada alerta preventiva de tsunami. Evacuacion preventiva para arica y pari…
6	#Arica: 19°C, viento 4.83km/h 330, humedad 68%
6	RT @dracecicastillo: “@CatuRojas: Minsal decreta alerta sanitaria para Iquique, tras terremoto @latercera”/menos mal
7	#TSUNAMI ULTIMO MINUTO::: SHOA CANCELA ESTADO DE ALERTA DE TSUNAMI DESDE LA REGION DE ANTOFAGASTA HASTA LEBU,... http://t.co/Ugb7W2v9F3
6	RT @BuenJob: Un recorrido por Iquique 1 día después del terremoto @Iquique_Tweet @T13 http://t.co/jJUsiFuaDA
6	Un temblor de magnitud 5,4 sacudió regiones del norte de Chile http://t.co/TaF4NrGNnJ
1	RT @HombredeRadio: Imagen del Puerto de #Iquique, que esta dañado en un 50%. Costaría diez meses de trabajo recuperarlo @biobio http://t.co…
2	@melnicksergio y la lentitud para enfrentar el terremoto no saben donde estan parados y lo peor iquique sufre
5	RT @Gnzlo: Atención  - Recuerden que Movistar en las zonas de catástrofe.- Teléfonos públicos libre de llamadas- 50 mensajes para prepago…
7	RT @CubaSinFrontera: Terremoto de 8,2 grados sacude norte de Chile http://t.co/w0MCShNt6T vía @MartiNoticias
1	RT @tini_xabiani: @RodolfoStoessel #FuerzaChile #FuerzaChile ♥ #FuerzaChile #FuerzaChile ♥#FuerzaChile #FuerzaChile ♥#FuerzaChile #FuerzaCh…
6	hasta q x fin circuitos caraj hace rato era eso mucho roche con esa huevad d vasos !!
6	RT @FernandoAgustin: ANFP postergó 24 hrs partido Audax-Iquique tras el terremoto. Decidirá algo similar tras este desastre gigantesco en V…
6	RT @24HorasTVN: En Iquique: vuelca camión de la FACH que repartía agua para damnificados por terremoto. → http://t.co/3rpwGnPSju http://t.c…
7	RT @AnonymouVe: #FuerzaChile q a pesar de q SU PRESIDENTA LE DIO LA ESPALDA A VENEZUELA en la OEA, nosotros NO NEGOCIAMOS LA DIGNIDAD,NI LO…
6	Me esta Costando mucho respirar :_
2	@Kitty_Bass Si. Sobreviví al terremoto de Iquique asi q ya tengo mi cuota de catástrofe por este año.
1	y que opinas entonces @MARDEL32 jajaja que fumaste? tranki eh!
1	@ArgentinoCuliao y vas a estar en Antofagasta? Andan diciendo q te dio julepe el terremoto
7	RT @OteroJimena: “@perrosfelices_: #URGENTE Perrito estaba hace  horas frente a Clinica Iquique... Favor RT #FuerzaChile http://t.co/6CmgZT…
7	Vea cómo quedó el norte de #Chile tras el fuerte terremoto http://t.co/Db3EGQOCwv (+Fotos) http://t.co/2tos3iFiCz
3	Chile evacua sus costas por una alerta de tsunami http://t.co/mbSktDpLMh
6	otra ves perdonarla.
6	@la_patilla Si todo es Culpa de la Oposición el Terremoto en Chile el Air Malasya peridido la Muerte de Micky Roone la Delincuencia Matraqo
4	Más de 1.246 viviendas fueron declaradas como irreparables en Arica y Tarapacá: Tras el terremoto y réplica de... http://t.co/7qOLhAdJWq
7	Vuelve a escuchar las mejores entrevistas de la semana en https://t.co/DzRBtxspM7 #Antofagasta #Calama #Tocopilla #Taltal #Mejillones
6	RT @ChronosVenom: @TerraChile Centralismo de la gorda. Si si hubiera quedado la caga en #stgo estaría moviendo un poco más el culo. #Fuerza…
7	RT @PatoFaundezV: Despues del terremoto se evidencia q los colegios particulares de renombre en #Iquique no entregan seguridad en sus insta…
7	RT @entransito7: hace 14 min. #terremoto 7.4 en Iquique (Iquique Province), Chile, 51.0km, 23:43 GMT-3 (GEO http://t.co/QzTk9bvwZN http://t…
3	RT @el_pais: 300 mujeres se han fugado de la cárcel de Iquique tras el terremoto en #Chile http://t.co/9YxCDwWmF3 Hay alerta de tsunami #Te…
4	en Arica ávido temblor el martes y el miércoles de 7.9 y de 7.5 y tuvimos que evacuar por el miedo de tsunami que puedo hacer
4	Lo d #Antofagasta s parece a lo q pasó como en 2006 en la zona d Talcahuano, Sn Pedro, Conce x un mensaje via messenger q alertaba 1 Tsunami
7	jajajajaja, es joda.
7	RT @MaryssolMorales: "@jozxro:necesitamos difucion para este evento a ls niños ke fufren pr el terremoto d aca arica si n famoso lee esto,a…
7	RT @AxeelEgger: Terremoto en Chile en el dia de los caídos en Malvinas... Traición? ¿Coincidencia?
7	Me gustó un video de @YouTube http://t.co/uChgTP3WkN Primeras imágenes IMPACTANTES!! del Terremoto Chile 01 de abril 2014 alerta de
4	RT @OdioExistir: AMIGOS POR FAVOR BLOCK Y SPAM A  @MarioBautista_  EL CREO EL HT #MuerteAChilenos RT POR FAVOR, PARA QUE TODOS LO HAGAN. #…
4	Así como los de Valparaiso no entregaron fuerza cuando vivimos el terremoto en Iquique, les devolvemos el doble de fuerza desde el Norte.
4	Cambio de turno en el Hospital de #Iquique bien por los militares !!!!!! http://t.co/lS332HBqgs
7	RT @RNE_ALPHA_2: #Arica, 100% de la población #sinenergia eléctrica #EMELARI, vía C-XV y vía Control Norte.
6	RT @CNNEE: Científicos aseguran que habrá un terremoto en Chile aún más fuerte que el del martes  http://t.co/DTSTqB0sOV
5	Siempre tan genia
7	@LucasPreisz Lucas vos te das cuenta de la pelotudez que acabas de tw?? jajajajajaj
7	RT @MaycolAlexis54: Necesito datos de casa o arriendo de departamento urgente #Iquique !!! RT @conectadosiqq @radiopaulina @MinutoFinal @Ca…
4	@AhNoticiasMega: 2.635 viviendas están inhabitables tras terremoto de Arica e Iquique http://t.co/ekOoh01n04Esperemos,¿la reconstrucción?
6	Escuchando @PortalesEstadio con don Carlos Alberto Bravo Oscar Hormazabal y @FdoGalmes por @RadioPortales saludos desde #Iquique
3	RT @AztecaNoticias: Réplica de 7.8 remeció el norte de Chile; ocasionó una nueva evacuación de todo el borde costero por posible tsunami ht…
7	#Nacionales | Gobierno venezolano se solidariza con Chile ante terremoto http://t.co/d0LNfLfUT4
7	RT @sebapescetto: Bueno paso el terremoto y quedamos abandonados mas de lo que estamos Fuerza Arica y norte #Arica  #iquique #temblor http:…
4	#FuerzaChile ? que les agarre un terremoto hijos de putas
6	RT @PercyCorrales: Cabros, esta perrita busca hogar en #Antofagasta, esta esperando al peluquero pa' entregarla linda 😃🐶 es pequeña! http:
7	Arica Siempre Arica &lt;3  #Gorditos #Teamo #Arica #Hercules http://t.co/q1Dz4ckqBV
7	(#chrisink_23) Registra Chile sismo de 6.2 grados Richter donde hubo terremoto: SANTIAGO DE CHI... http://t.co/Icke3Tt95Y (#chrisink_23)
3	Cancillería peruana identificará a compatriotas que requieren ayuda o regresar al país tras terremoto en Chile'  http://t.co/8bDHbyTWB1
6	Muestran video sobre la llegada de tsunami a Chile tras sismo - El Mañana de Nuevo Laredo http://t.co/fHy79Sse3e http://t.co/S3Rs3XR3WS
6	#Arica  Actividad nocturna de Arica comienza a normalizarse tras terremoto http://t.co/I10fHDl2wl
4	RT @sebasgallo95: Los sismos no paran en #Chile. Esta vez de 7.4. Oremos por el pueblo chileno. #FuerzaChile
7	#IQUIQUE milicos ya cumplirán un mes trabajando , algo que trabajen los qls
5	RT @carolinarevalo: @JParadaHoyl URGENTE! FAVOR DIFUNDIR. PERRO COCKER, 15 AÑOS, SORDO, PERDIDO LA NOCHE DEL TERREMOTO EN ARICA: http://t.c…
6	RT @reddeemergencia: “@alegriagonzaa: #Iquique Reportan filtración de Copa de agua en Cerro dragón! Peligro de Socavón @reddeemergencia @bi…
6	En el terremoto o 'réplica' de 7.6 en #iquique, mi mejor medicina para pasar la ansiedad fue conocer a @tv_Amaro xD #YNoEsChiste Gracias &gt;
6	I liked a @YouTube video http://t.co/YGD4k8THh3 Rescate post terremoto Iquique 01/04/2014
4	Video | Así se vivió el terremoto en una farmacia en Iquique http://t.co/dXa6MUmfTc #LluviasVE
7	Registra Chile sismo de 6.2 grados Richter donde hubo terremoto http://t.co/ash5EdFmb4
5	Que paradoja lo de Chile justo estos días... Igualmente #FuerzaChile
7	RT @vivaiquique: #Sismo 21:01:45 91 km al SO de #Iquique 5.9 Mw
7	RT @SSalud_Arica: Confirmado toda la ciudad de #Arica sin energía eléctrica #blackout
7	RT @cristianfraanco: #FuerzaChile che chileno che chileno que amargado se te ve, cuando venga el tsunami pedile ayuda a un inglés.
4	@Metro_PR: [Mundo] Aseguran que no ha ocurrido el peor terremoto de Chile http://t.co/jtCIopjaBM
3	Tsunami en chile un 2 de abril. Todo vuelve en la vida traidores.. Que Dios me perdone, pero que los ayude magoya..
3	Emiten alerta por inminente tsunami en Chile tras sismo de magnitud 7,5 http://t.co/6EzahtIhvI
