task_run__calibration,task_run__created,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__category,task_runinfo__task_id,task_runinfo__tweet_id_tweet
None,2016-09-01T20:49:50.920483,2016-09-01T20:50:05.695533,16854,"{""category"": ""1"", ""tweet_id_tweet"": ""451245933892608000"", ""task_id"": 15457}",62,15457,None,22,None,1,15457,4.51E+17
None,2016-09-01T20:49:57.976264,2016-09-01T20:50:08.557990,16855,"{""category"": ""7"", ""tweet_id_tweet"": ""454665688410759168"", ""task_id"": 15458}",62,15458,None,22,None,7,15458,4.55E+17
None,2016-09-01T20:50:05.933999,2016-09-01T20:50:18.142405,16856,"{""category"": ""6"", ""tweet_id_tweet"": ""451248847910862848"", ""task_id"": 15459}",62,15459,None,22,None,6,15459,4.51E+17
None,2016-09-01T20:50:08.774955,2016-09-01T20:50:22.880727,16857,"{""category"": ""7"", ""tweet_id_tweet"": ""454941801124990976"", ""task_id"": 15460}",62,15460,None,22,None,7,15460,4.55E+17
None,2016-09-01T20:50:18.332105,2016-09-01T20:50:30.364212,16858,"{""category"": ""7"", ""tweet_id_tweet"": ""451491717892415488"", ""task_id"": 15461}",62,15461,None,22,None,7,15461,4.51E+17
None,2016-09-01T20:50:23.062970,2016-09-01T20:50:35.162850,16859,"{""category"": ""7"", ""tweet_id_tweet"": ""451572378842038272"", ""task_id"": 15462}",62,15462,None,22,None,7,15462,4.52E+17
None,2016-09-01T20:50:30.570602,2016-09-01T20:50:47.507861,16860,"{""category"": ""2"", ""tweet_id_tweet"": ""453255899885608960"", ""task_id"": 15463}",62,15463,None,22,None,2,15463,4.53E+17
None,2016-09-01T20:50:35.376181,2016-09-01T20:50:51.209768,16861,"{""category"": ""6"", ""tweet_id_tweet"": ""451597475334205440"", ""task_id"": 15464}",62,15464,None,22,None,6,15464,4.52E+17
None,2016-09-01T20:50:47.729541,2016-09-01T20:50:57.388043,16862,"{""category"": ""2"", ""tweet_id_tweet"": ""453704471684448256"", ""task_id"": 15465}",62,15465,None,22,None,2,15465,4.54E+17
None,2016-09-01T20:50:51.413398,2016-09-01T20:51:00.205235,16863,"{""category"": ""6"", ""tweet_id_tweet"": ""451239927137976320"", ""task_id"": 15466}",62,15466,None,22,None,6,15466,4.51E+17
None,2016-09-01T20:50:57.604703,2016-09-01T20:51:06.930997,16864,"{""category"": ""5"", ""tweet_id_tweet"": ""451340774182244352"", ""task_id"": 15467}",62,15467,None,22,None,5,15467,4.51E+17
None,2016-09-01T20:51:00.413351,2016-09-01T20:54:08.207692,16865,"{""category"": ""6"", ""tweet_id_tweet"": ""451381978135547904"", ""task_id"": 15468}",62,15468,None,22,None,6,15468,4.51E+17
None,2016-09-01T20:51:07.119563,2016-09-01T20:54:15.446929,16866,"{""category"": ""5"", ""tweet_id_tweet"": ""451595986830258177"", ""task_id"": 15469}",62,15469,None,22,None,5,15469,4.52E+17
None,2016-09-01T20:54:08.396625,2016-09-01T20:54:21.515607,16867,"{""category"": ""2"", ""tweet_id_tweet"": ""452900495808806913"", ""task_id"": 15470}",62,15470,None,22,None,2,15470,4.53E+17
None,2016-09-01T20:54:15.655214,2016-09-01T20:54:26.353055,16868,"{""category"": ""7"", ""tweet_id_tweet"": ""451402066947477505"", ""task_id"": 15471}",62,15471,None,22,None,7,15471,4.51E+17
None,2016-09-01T20:54:21.694956,2016-09-01T20:54:33.719845,16869,"{""category"": ""3"", ""tweet_id_tweet"": ""451567308960301058"", ""task_id"": 15472}",62,15472,None,22,None,3,15472,4.52E+17
None,2016-09-01T20:54:26.572388,2016-09-01T20:54:42.469445,16870,"{""category"": ""7"", ""tweet_id_tweet"": ""454286049162719232"", ""task_id"": 15473}",62,15473,None,22,None,7,15473,4.54E+17
None,2016-09-01T20:54:33.953181,2016-09-01T20:54:51.541750,16871,"{""category"": ""6"", ""tweet_id_tweet"": ""453951466185961472"", ""task_id"": 15474}",62,15474,None,22,None,6,15474,4.54E+17
None,2016-09-01T20:54:42.687936,2016-09-01T20:55:39.969072,16872,"{""category"": ""2"", ""tweet_id_tweet"": ""451295902201020416"", ""task_id"": 15475}",62,15475,None,22,None,2,15475,4.51E+17
None,2016-09-01T20:54:51.765551,2016-09-01T20:55:45.218919,16873,"{""category"": ""6"", ""tweet_id_tweet"": ""451586321606135809"", ""task_id"": 15476}",62,15476,None,22,None,6,15476,4.52E+17
None,2016-09-01T20:55:40.202469,2016-09-01T20:55:57.395937,16874,"{""category"": ""2"", ""tweet_id_tweet"": ""451831088890261504"", ""task_id"": 15477}",62,15477,None,22,None,2,15477,4.52E+17
None,2016-09-01T20:55:45.450042,2016-09-01T20:56:04.796760,16875,"{""category"": ""7"", ""tweet_id_tweet"": ""453255012509302785"", ""task_id"": 15478}",62,15478,None,22,None,7,15478,4.53E+17
None,2016-09-01T20:55:57.632149,2016-09-01T20:56:09.296395,16876,"{""category"": ""7"", ""tweet_id_tweet"": ""454320490405175296"", ""task_id"": 15479}",62,15479,None,22,None,7,15479,4.54E+17
None,2016-09-01T20:56:05.017612,2016-09-01T20:56:14.819511,16877,"{""category"": ""7"", ""tweet_id_tweet"": ""454631411589189632"", ""task_id"": 15480}",62,15480,None,22,None,7,15480,4.55E+17
None,2016-09-01T20:56:09.536592,2016-09-01T20:56:20.449034,16878,"{""category"": ""2"", ""tweet_id_tweet"": ""454841280804450304"", ""task_id"": 15481}",62,15481,None,22,None,2,15481,4.55E+17
None,2016-09-01T20:56:15.037973,2016-09-01T20:56:25.853111,16879,"{""category"": ""6"", ""tweet_id_tweet"": ""452446294934839296"", ""task_id"": 15482}",62,15482,None,22,None,6,15482,4.52E+17
None,2016-09-01T20:56:20.659965,2016-09-01T20:56:31.787096,16880,"{""category"": ""6"", ""tweet_id_tweet"": ""451563844100308992"", ""task_id"": 15483}",62,15483,None,22,None,6,15483,4.52E+17
None,2016-09-01T20:56:26.073913,2016-09-01T20:56:37.450051,16881,"{""category"": ""6"", ""tweet_id_tweet"": ""451576965888110593"", ""task_id"": 15484}",62,15484,None,22,None,6,15484,4.52E+17
None,2016-09-01T20:56:32.009826,2016-09-01T20:56:44.412093,16882,"{""category"": ""5"", ""tweet_id_tweet"": ""452485535446343680"", ""task_id"": 15485}",62,15485,None,22,None,5,15485,4.52E+17
None,2016-09-01T20:56:37.664728,2016-09-01T20:56:55.071963,16883,"{""category"": ""7"", ""tweet_id_tweet"": ""451386452115353600"", ""task_id"": 15486}",62,15486,None,22,None,7,15486,4.51E+17
None,2016-09-01T20:56:44.635274,2016-09-01T21:00:59.003701,16884,"{""category"": ""7"", ""tweet_id_tweet"": ""451523567755460609"", ""task_id"": 15487}",62,15487,None,22,None,7,15487,4.52E+17
None,2016-09-01T20:56:55.295815,2016-09-01T21:01:10.754458,16885,"{""category"": ""6"", ""tweet_id_tweet"": ""452902327578394624"", ""task_id"": 15488}",62,15488,None,22,None,6,15488,4.53E+17
None,2016-09-01T21:00:59.217339,2016-09-01T21:01:16.262382,16886,"{""category"": ""1"", ""tweet_id_tweet"": ""452944988888780801"", ""task_id"": 15489}",62,15489,None,22,None,1,15489,4.53E+17
None,2016-09-01T21:01:10.967273,2016-09-01T21:01:23.263612,16887,"{""category"": ""7"", ""tweet_id_tweet"": ""453682825686814720"", ""task_id"": 15490}",62,15490,None,22,None,7,15490,4.54E+17
None,2016-09-01T21:01:16.460317,2016-09-01T21:01:30.723381,16888,"{""category"": ""5"", ""tweet_id_tweet"": ""451321081065140224"", ""task_id"": 15491}",62,15491,None,22,None,5,15491,4.51E+17
None,2016-09-01T21:01:23.503284,2016-09-01T21:01:38.134846,16889,"{""category"": ""6"", ""tweet_id_tweet"": ""453153928440709120"", ""task_id"": 15492}",62,15492,None,22,None,6,15492,4.53E+17
None,2016-09-01T21:01:30.923898,2016-09-01T21:01:46.784092,16890,"{""category"": ""7"", ""tweet_id_tweet"": ""452684984189730816"", ""task_id"": 15493}",62,15493,None,22,None,7,15493,4.53E+17
None,2016-09-01T21:01:38.330206,2016-09-01T21:01:54.240566,16891,"{""category"": ""6"", ""tweet_id_tweet"": ""453924269068914688"", ""task_id"": 15494}",62,15494,None,22,None,6,15494,4.54E+17
None,2016-09-01T21:01:46.995097,2016-09-01T21:01:58.191829,16892,"{""category"": ""7"", ""tweet_id_tweet"": ""451446955793981441"", ""task_id"": 15495}",62,15495,None,22,None,7,15495,4.51E+17
None,2016-09-01T21:01:54.448047,2016-09-01T21:02:01.466690,16893,"{""category"": ""7"", ""tweet_id_tweet"": ""451728575407091712"", ""task_id"": 15496}",62,15496,None,22,None,7,15496,4.52E+17
None,2016-09-01T21:01:58.400757,2016-09-01T21:02:07.757346,16894,"{""category"": ""7"", ""tweet_id_tweet"": ""455213020290220032"", ""task_id"": 15497}",62,15497,None,22,None,7,15497,4.55E+17
None,2016-09-01T21:02:01.676736,2016-09-01T21:06:31.102776,16895,"{""category"": ""6"", ""tweet_id_tweet"": ""452148024077066240"", ""task_id"": 15498}",62,15498,None,22,None,6,15498,4.52E+17
None,2016-09-01T21:02:07.962893,2016-09-01T21:06:37.089004,16896,"{""category"": ""3"", ""tweet_id_tweet"": ""455212670627479553"", ""task_id"": 15499}",62,15499,None,22,None,3,15499,4.55E+17
None,2016-09-01T21:06:31.302555,2016-09-01T21:06:44.546367,16897,"{""category"": ""3"", ""tweet_id_tweet"": ""452885986297409536"", ""task_id"": 15500}",62,15500,None,22,None,3,15500,4.53E+17
None,2016-09-01T21:06:37.283379,2016-09-01T21:06:50.228318,16898,"{""category"": ""6"", ""tweet_id_tweet"": ""452059922562547712"", ""task_id"": 15501}",62,15501,None,22,None,6,15501,4.52E+17
None,2016-09-01T21:06:44.731426,2016-09-01T21:06:55.421418,16899,"{""category"": ""6"", ""tweet_id_tweet"": ""454559084327346176"", ""task_id"": 15502}",62,15502,None,22,None,6,15502,4.55E+17
None,2016-09-01T21:06:50.431980,2016-09-01T21:07:00.062448,16900,"{""category"": ""7"", ""tweet_id_tweet"": ""454619496871768064"", ""task_id"": 15503}",62,15503,None,22,None,7,15503,4.55E+17
None,2016-09-01T21:06:55.612419,2016-09-01T21:07:07.480250,16901,"{""category"": ""7"", ""tweet_id_tweet"": ""451748383838191616"", ""task_id"": 15504}",62,15504,None,22,None,7,15504,4.52E+17
None,2016-09-01T21:07:00.258708,2016-09-01T21:07:11.863462,16902,"{""category"": ""1"", ""tweet_id_tweet"": ""452940158577299456"", ""task_id"": 15505}",62,15505,None,22,None,1,15505,4.53E+17
None,2016-09-01T21:07:07.680649,2016-09-01T21:07:22.820456,16903,"{""category"": ""6"", ""tweet_id_tweet"": ""451265218036113408"", ""task_id"": 15506}",62,15506,None,22,None,6,15506,4.51E+17
None,2016-09-02T15:12:06.283419,2016-09-02T15:14:46.540349,16904,"{""category"": ""7"", ""tweet_id_tweet"": ""452292962970398722"", ""task_id"": 15408}",62,15408,None,None,200.54.73.165,7,15408,4.52E+17
None,2016-09-02T15:12:06.571436,2016-09-02T15:14:53.307569,16905,"{""category"": ""5"", ""tweet_id_tweet"": ""451500606096556032"", ""task_id"": 15409}",62,15409,None,None,200.54.73.165,5,15409,4.52E+17
None,2016-09-02T15:14:46.734140,2016-09-02T15:14:59.508888,16906,"{""category"": ""2"", ""tweet_id_tweet"": ""451561217190932480"", ""task_id"": 15410}",62,15410,None,None,200.54.73.165,2,15410,4.52E+17
None,2016-09-02T15:14:53.542126,2016-09-02T15:15:06.859756,16907,"{""category"": ""6"", ""tweet_id_tweet"": ""451348579115081728"", ""task_id"": 15411}",62,15411,None,None,200.54.73.165,6,15411,4.51E+17
None,2016-09-02T15:14:59.740170,2016-09-02T15:15:13.870433,16908,"{""category"": ""6"", ""tweet_id_tweet"": ""453312240528424960"", ""task_id"": 15412}",62,15412,None,None,200.54.73.165,6,15412,4.53E+17
None,2016-09-02T15:15:07.097172,2016-09-02T15:15:17.538786,16909,"{""category"": ""6"", ""tweet_id_tweet"": ""451557534089113600"", ""task_id"": 15413}",62,15413,None,None,200.54.73.165,6,15413,4.52E+17
None,2016-09-02T15:15:14.111455,2016-09-02T15:15:22.926533,16910,"{""category"": ""6"", ""tweet_id_tweet"": ""451342225847631872"", ""task_id"": 15414}",62,15414,None,None,200.54.73.165,6,15414,4.51E+17
None,2016-09-02T15:15:17.779034,2016-09-02T15:15:29.040062,16911,"{""category"": ""7"", ""tweet_id_tweet"": ""451385633341448192"", ""task_id"": 15415}",62,15415,None,None,200.54.73.165,7,15415,4.51E+17
None,2016-09-02T15:15:23.156999,2016-09-02T15:15:34.414434,16912,"{""category"": ""6"", ""tweet_id_tweet"": ""451698464724774913"", ""task_id"": 15416}",62,15416,None,None,200.54.73.165,6,15416,4.52E+17
None,2016-09-02T15:15:29.274907,2016-09-02T15:15:38.599280,16913,"{""category"": ""6"", ""tweet_id_tweet"": ""451555705062178816"", ""task_id"": 15417}",62,15417,None,None,200.54.73.165,6,15417,4.52E+17
None,2016-09-02T15:15:34.650934,2016-09-02T15:15:54.856170,16914,"{""category"": ""1"", ""tweet_id_tweet"": ""451449506928668672"", ""task_id"": 15418}",62,15418,None,None,200.54.73.165,1,15418,4.51E+17
